driver,team,compound,stint_length,tyre_age,track_temp,air_temp,lap_time,track_name,degradation_rate,remaining_grip
PIA,McLaren,HARD,76,12,47.2,22.1,80.135,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,13,47.1,22.0,78.745,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,14,47.1,22.0,80.014,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,15,46.0,22.0,80.264,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,16,46.1,21.8,79.829,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,17,46.7,21.6,80.028,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,18,46.7,21.8,79.832,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,19,46.6,21.9,79.179,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,20,45.8,21.9,79.055,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,21,45.9,21.8,78.601,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,22,45.9,21.8,78.585,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,23,46.1,21.7,78.658,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,24,45.7,21.7,78.636,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,25,45.7,21.7,78.784,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,26,46.0,21.8,78.44,Monaco,-0.06392121667805882,100.0
PIA,McLaren,HARD,76,27,46.0,21.9,78.523,Monaco,-0.06392121667805882,99.21535491535512
PIA,McLaren,HARD,76,28,45.6,22.0,78.791,Monaco,-0.06392121667805882,92.64059994060013
PIA,McLaren,HARD,76,29,45.9,22.0,79.01,Monaco,-0.06392121667805882,86.9754083754084
PIA,McLaren,HARD,76,30,46.4,22.0,79.396,Monaco,-0.06392121667805882,78.21027621027632
PIA,McLaren,HARD,76,31,45.5,22.0,78.449,Monaco,-0.06392121667805882,94.18898128898145
PIA,McLaren,HARD,76,32,45.6,21.9,78.969,Monaco,-0.06392121667805882,82.93647163647188
PIA,McLaren,HARD,76,33,45.9,21.9,79.06,Monaco,-0.06392121667805882,79.64728244728254
PIA,McLaren,HARD,76,34,45.1,22.0,78.978,Monaco,-0.06392121667805882,79.5694089694092
PIA,McLaren,HARD,76,35,44.5,21.9,78.605,Monaco,-0.06392121667805882,84.89322839322844
PIA,McLaren,HARD,76,36,44.4,21.8,78.882,Monaco,-0.06392121667805882,78.15141075141078
PIA,McLaren,HARD,76,37,44.5,21.8,78.612,Monaco,-0.06392121667805882,65.09104197432004
PIA,McLaren,HARD,76,38,44.8,21.8,78.731,Monaco,-0.06392121667805882,61.25716717142664
PIA,McLaren,HARD,76,39,44.7,21.8,78.362,Monaco,-0.06392121667805882,66.5840562661129
PIA,McLaren,HARD,76,40,44.4,22.0,78.951,Monaco,-0.06392121667805882,53.92731459464895
PIA,McLaren,HARD,76,41,44.4,22.0,78.846,Monaco,-0.06392121667805882,54.298380597201756
PIA,McLaren,HARD,76,42,44.7,21.9,79.795,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,43,44.8,21.9,78.198,Monaco,-0.06392121667805882,63.262673641529034
PIA,McLaren,HARD,76,44,44.5,22.0,78.277,Monaco,-0.06392121667805882,60.17968112532235
PIA,McLaren,HARD,76,45,44.2,22.0,78.082,Monaco,-0.06392121667805882,62.240232272920906
PIA,McLaren,HARD,76,46,44.5,21.9,78.623,Monaco,-0.06392121667805882,50.48454934548096
PIA,McLaren,HARD,76,47,43.8,22.0,78.399,Monaco,-0.06392121667805882,53.08949015092743
PIA,McLaren,HARD,76,48,43.8,22.0,78.395,Monaco,-0.06392121667805882,51.56457837959621
PIA,McLaren,HARD,76,49,43.7,22.0,78.136,Monaco,-0.06392121667805882,54.82654118589361
PIA,McLaren,HARD,76,50,43.7,21.9,78.35,Monaco,-0.06392121667805882,49.20932095211895
PIA,McLaren,HARD,76,51,43.0,21.8,77.909,Monaco,-0.06392121667805882,55.887798162841335
PIA,McLaren,HARD,76,52,43.2,21.8,78.214,Monaco,-0.06392121667805882,48.56232072685419
PIA,McLaren,HARD,76,53,43.0,21.9,77.609,Monaco,-0.06392121667805882,58.31941531299298
PIA,McLaren,HARD,76,54,42.8,21.9,77.362,Monaco,-0.06392121667805882,61.35611343328431
PIA,McLaren,HARD,76,55,42.5,21.7,77.445,Monaco,-0.06392121667805882,58.19803268840912
PIA,McLaren,HARD,76,56,42.4,21.7,77.456,Monaco,-0.06392121667805882,56.39154005957004
PIA,McLaren,HARD,76,57,42.4,21.7,77.3,Monaco,-0.06392121667805882,36.32555717823368
PIA,McLaren,HARD,76,58,42.2,21.8,77.344,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,59,41.9,21.6,77.042,Monaco,-0.06392121667805882,38.04015493047183
PIA,McLaren,HARD,76,60,42.3,21.6,76.617,Monaco,-0.06392121667805882,44.53590704171693
PIA,McLaren,HARD,76,61,42.0,21.6,76.771,Monaco,-0.06392121667805882,40.00238745317169
PIA,McLaren,HARD,76,62,42.0,21.8,77.095,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,63,42.0,22.0,76.921,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,64,42.0,21.9,76.909,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,65,41.7,21.9,76.391,Monaco,-0.06392121667805882,40.84094228204963
PIA,McLaren,HARD,76,66,41.7,22.0,76.64,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,67,41.6,22.0,76.596,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,68,41.1,21.7,76.601,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,69,41.6,21.8,77.371,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,70,41.6,21.8,77.27,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,71,41.0,21.6,77.184,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,72,40.5,21.6,76.652,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,73,40.5,21.6,76.281,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,74,40.8,21.7,76.356,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,75,40.6,21.7,76.644,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,76,40.6,21.7,76.59,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,77,40.9,21.8,76.734,Monaco,-0.06392121667805882,35.0
PIA,McLaren,HARD,76,78,40.2,21.8,77.126,Monaco,-0.06392121667805882,35.0
SAI,Ferrari,HARD,76,2,49.2,21.7,85.012,Monaco,-0.06669257689678743,95.0
SAI,Ferrari,HARD,76,3,48.8,21.7,82.358,Monaco,-0.06669257689678743,95.2
SAI,Ferrari,HARD,76,4,48.2,21.6,81.978,Monaco,-0.06669257689678743,93.6
SAI,Ferrari,HARD,76,5,48.7,21.8,81.163,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,6,48.0,21.8,81.466,Monaco,-0.06669257689678743,99.76836712288664
SAI,Ferrari,HARD,76,7,47.9,21.9,80.272,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,8,47.4,22.1,80.525,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,9,47.9,22.1,81.259,Monaco,-0.06669257689678743,98.75596867452232
SAI,Ferrari,HARD,76,10,47.9,22.2,80.246,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,11,47.2,22.1,79.974,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,12,47.1,22.0,80.017,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,13,47.1,22.0,79.48,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,14,46.0,22.0,79.543,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,15,46.1,21.8,80.579,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,16,46.7,21.6,80.076,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,17,46.7,21.8,79.177,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,18,46.6,21.9,79.445,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,19,45.8,21.9,79.403,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,20,45.9,21.8,78.917,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,21,45.9,21.8,78.889,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,22,46.1,21.7,78.993,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,23,45.7,21.7,78.568,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,24,45.7,21.7,78.537,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,25,46.0,21.8,78.088,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,26,46.0,21.9,79.49,Monaco,-0.06669257689678743,89.3192612397275
SAI,Ferrari,HARD,76,27,45.6,22.0,79.281,Monaco,-0.06669257689678743,91.58185872873091
SAI,Ferrari,HARD,76,28,45.9,22.0,78.697,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,29,46.4,22.0,77.326,Monaco,-0.06669257689678743,100.0
SAI,Ferrari,HARD,76,30,45.5,22.0,79.784,Monaco,-0.06669257689678743,77.48575089634423
SAI,Ferrari,HARD,76,31,45.6,21.9,80.136,Monaco,-0.06669257689678743,52.9413593781146
SAI,Ferrari,HARD,76,32,45.9,21.9,78.778,Monaco,-0.06669257689678743,76.71758022722742
SAI,Ferrari,HARD,76,33,45.1,22.0,79.013,Monaco,-0.06669257689678743,70.72626071357385
SAI,Ferrari,HARD,76,34,44.5,21.9,78.465,Monaco,-0.06669257689678743,79.36644409009372
SAI,Ferrari,HARD,76,35,44.4,21.8,79.275,Monaco,-0.06669257689678743,62.6304066175005
SAI,Ferrari,HARD,76,36,44.5,21.8,77.577,Monaco,-0.06669257689678743,92.76002591189967
SAI,Ferrari,HARD,76,37,44.8,21.8,78.412,Monaco,-0.06669257689678743,75.55682678891766
SAI,Ferrari,HARD,76,38,44.7,21.8,78.31,Monaco,-0.06669257689678743,75.86284632250354
SAI,Ferrari,HARD,76,39,44.4,22.0,78.653,Monaco,-0.06669257689678743,67.8533884791708
SAI,Ferrari,HARD,76,40,44.4,22.0,78.714,Monaco,-0.06669257689678743,65.11351405222257
SAI,Ferrari,HARD,76,41,44.7,21.9,79.171,Monaco,-0.06669257689678743,54.973799083117385
SAI,Ferrari,HARD,76,42,44.8,21.9,79.594,Monaco,-0.06669257689678743,45.46942395854117
SAI,Ferrari,HARD,76,43,44.5,22.0,78.762,Monaco,-0.06669257689678743,59.41656368347628
SAI,Ferrari,HARD,76,44,44.2,22.0,77.885,Monaco,-0.06669257689678743,74.20459437911103
SAI,Ferrari,HARD,76,45,44.5,21.9,78.731,Monaco,-0.06669257689678743,56.79584412995835
SAI,Ferrari,HARD,76,46,43.8,22.0,78.141,Monaco,-0.06669257689678743,65.74775565137185
SAI,Ferrari,HARD,76,47,43.8,22.0,77.894,Monaco,-0.06669257689678743,68.76480821473949
SAI,Ferrari,HARD,76,48,43.7,22.0,78.259,Monaco,-0.06669257689678743,60.342038232435165
SAI,Ferrari,HARD,76,49,43.7,21.9,78.545,Monaco,-0.06669257689678743,53.395977369588394
SAI,Ferrari,HARD,76,50,43.0,21.8,77.528,Monaco,-0.06669257689678743,70.80627071754336
SAI,Ferrari,HARD,76,51,43.2,21.8,78.094,Monaco,-0.06669257689678743,53.66145997449189
SAI,Ferrari,HARD,76,52,43.0,21.9,77.759,Monaco,-0.06669257689678743,58.34475204441449
SAI,Ferrari,HARD,76,53,42.8,21.9,77.742,Monaco,-0.06669257689678743,57.063605671843334
SAI,Ferrari,HARD,76,54,42.5,21.7,78.661,Monaco,-0.06669257689678743,38.2267536949509
SAI,Ferrari,HARD,76,55,42.4,21.7,78.119,Monaco,-0.06669257689678743,46.79255758121397
SAI,Ferrari,HARD,76,56,42.4,21.7,77.599,Monaco,-0.06669257689678743,54.94572736139244
SAI,Ferrari,HARD,76,57,42.2,21.8,77.501,Monaco,-0.06669257689678743,55.18382474304147
SAI,Ferrari,HARD,76,58,41.9,21.6,77.134,Monaco,-0.06669257689678743,60.46731187635988
SAI,Ferrari,HARD,76,59,42.3,21.6,75.159,Monaco,-0.06669257689678743,95.91060094530718
SAI,Ferrari,HARD,76,60,42.0,21.6,79.046,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,61,42.0,21.8,74.726,Monaco,-0.06669257689678743,92.12068444891804
SAI,Ferrari,HARD,76,62,42.0,22.0,78.207,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,63,42.0,21.9,74.813,Monaco,-0.06669257689678743,87.27876195269253
SAI,Ferrari,HARD,76,64,41.7,21.9,78.137,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,65,41.7,22.0,75.409,Monaco,-0.06669257689678743,72.8306492199295
SAI,Ferrari,HARD,76,66,40.9,21.8,76.847,Monaco,-0.06669257689678743,44.091746351283525
SAI,Ferrari,HARD,76,67,41.1,21.7,75.595,Monaco,-0.06669257689678743,66.12033215903381
SAI,Ferrari,HARD,76,68,41.6,21.8,76.218,Monaco,-0.06669257689678743,52.76265727226976
SAI,Ferrari,HARD,76,69,41.6,21.8,77.117,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,70,41.0,21.6,77.214,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,71,40.5,21.6,76.785,Monaco,-0.06669257689678743,37.261852038248755
SAI,Ferrari,HARD,76,72,40.5,21.6,76.417,Monaco,-0.06669257689678743,42.60699547055868
SAI,Ferrari,HARD,76,73,40.8,21.7,76.063,Monaco,-0.06669257689678743,47.687921489682964
SAI,Ferrari,HARD,76,74,40.6,21.7,76.905,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,75,40.6,21.7,76.328,Monaco,-0.06669257689678743,39.48666331152493
SAI,Ferrari,HARD,76,76,40.9,21.8,76.701,Monaco,-0.06669257689678743,35.0
SAI,Ferrari,HARD,76,77,40.2,21.8,77.072,Monaco,-0.06669257689678743,35.0
NOR,McLaren,HARD,76,3,49.2,21.7,85.283,Monaco,-0.06749260423786745,95.0
NOR,McLaren,HARD,76,4,48.8,21.7,82.782,Monaco,-0.06749260423786745,93.6
NOR,McLaren,HARD,76,5,48.2,21.6,82.147,Monaco,-0.06749260423786745,92.0
NOR,McLaren,HARD,76,6,48.7,21.8,81.804,Monaco,-0.06749260423786745,96.66316237963657
NOR,McLaren,HARD,76,7,48.0,21.8,80.828,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,8,47.9,21.9,80.82,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,9,47.4,22.1,80.397,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,10,47.9,22.1,80.972,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,11,47.9,22.2,80.87,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,12,47.2,22.1,79.933,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,13,47.1,22.0,79.82,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,14,47.1,22.0,79.385,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,15,46.0,22.0,79.775,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,16,46.1,21.8,79.637,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,17,46.7,21.6,80.337,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,18,46.7,21.8,79.398,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,19,46.6,21.9,79.28,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,20,45.8,21.9,79.043,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,21,45.9,21.8,78.983,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,22,45.9,21.8,78.981,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,23,46.1,21.7,79.194,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,24,45.7,21.7,78.699,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,25,45.7,21.7,78.64,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,26,46.0,21.8,78.396,Monaco,-0.06749260423786745,100.0
NOR,McLaren,HARD,76,27,46.0,21.9,78.72,Monaco,-0.06749260423786745,95.92010689365078
NOR,McLaren,HARD,76,28,45.6,22.0,79.238,Monaco,-0.06749260423786745,84.70710149948044
NOR,McLaren,HARD,76,29,45.9,22.0,78.766,Monaco,-0.06749260423786745,91.86644232196758
NOR,McLaren,HARD,76,30,46.4,22.0,78.403,Monaco,-0.06749260423786745,97.00296926807536
NOR,McLaren,HARD,76,31,45.5,22.0,78.78,Monaco,-0.06749260423786745,88.40663136536847
NOR,McLaren,HARD,76,32,45.6,21.9,79.538,Monaco,-0.06749260423786745,72.59361544172228
